docking_cost_a,docking_cost_b,roundtrip_start,roundtrip_return,passengers,itin_fare,itin_fare_avg,avg_occupancy_rate,occupancy_avg,roundtrip_count,ticket_revenue,baggage_revenue,total_revenue,distance,fomc&dio,roundtrip_start_airport_type,roundtrip_return_airport_type,docking_cost_total,delay_dep,early_arr,maintance,profit
5000,10000,OGG,SJC,401,87721,218.755611,0.639689441,127.9378882,161,4505928.075,720930,5226858.075,2355,21618.9,medium_airport,large_airport,2415000,208275,74100,2718993.9,2507864.175
10000,10000,HNL,SMF,290,100472,346.4551724,0.653388889,130.6777778,90,4074659.283,411635,4486294.283,2462,22601.16,large_airport,large_airport,1800000,106575,50100,1979276.16,2507018.123
10000,10000,BOS,PDX,320,120696,377.175,0.644107143,128.8214286,84,4081410.675,378735,4460145.675,2537,23289.66,large_airport,large_airport,1680000,148800,102600,1954689.66,2505456.015
10000,10000,JAX,LGA,349,76674,219.6962751,0.641020408,128.2040816,245,6900660,1099350,8000010,833,7646.94,large_airport,large_airport,4900000,431550,155850,5495046.94,2504963.06
10000,10000,LAX,MCI,913,156750,171.686747,0.650463158,130.0926316,475,10609210.84,2162790,12772000.84,1363,12512.34,large_airport,large_airport,9500000,548175,209850,10270537.34,2501463.503
10000,10000,PDX,PHX,1702,254133,149.3143361,0.648505161,129.7010321,840,16267627.74,3813210.344,20080838.08,1009,9262.62,large_airport,large_airport,16800000,597450,174750,17581462.62,2499375.464
10000,10000,BOS,MSY,533,126170,236.7166979,0.637133333,127.4266667,225,6786904.447,1003485,7790389.447,1368,12558.24,large_airport,large_airport,4500000,620550,160575,5293683.24,2496706.207
10000,10000,LAS,MSY,563,126661,224.9751332,0.643365263,128.6730525,211,6108078.035,950250.493,7058328.528,1500,13770,large_airport,large_airport,4220000,278475,54150,4566395,2491933.528
10000,10000,ATL,PWM,145,54838,378.1931034,0.655625,131.125,80,3967245.655,367150,4334395.655,1027,9427.86,large_airport,large_airport,1600000,190050,55275,1854752.86,2479642.795
10000,10000,SLC,TPA,305,126514,414.8,0.636176471,127.2352941,68,3588849.6,302820,3891669.6,1888,17331.84,large_airport,large_airport,1360000,5400,30675,1413406.84,2478262.76
10000,10000,BHM,BWI,106,36254,342.0188679,0.657003831,131.4007663,87,3909914.096,400115.3333,4310029.429,682,6260.76,large_airport,large_airport,1740000,73875,16950,1837085.76,2472943.669
10000,10000,MIA,SAT,128,43075,336.5234375,0.653611111,130.7222222,90,3959198.242,411775,4370973.242,1143,10492.74,large_airport,large_airport,1800000,75825,12675,1898992.74,2471980.502
10000,5000,MSP,PSP,438,137985,315.0342466,0.630388889,126.0777778,90,3574693.596,397145,3971838.596,1454,13347.72,large_airport,medium_airport,1350000,92025,45525,1500897.72,2470940.876
10000,10000,BNA,CMH,161,38212,237.3416149,0.674175554,134.8351107,159,5088315.286,750357.3913,5838672.677,337,3093.66,large_airport,large_airport,3180000,169050,16350,3368493.66,2470179.017
10000,10000,CLE,DCA,291,49114,168.7766323,0.643564639,128.7129277,619,13446991.64,2788565.579,16235557.22,310,2845.8,large_airport,large_airport,12380000,1165275,221100,13769220.8,2466336.417
10000,10000,SAN,TUS,171,39980,233.8011696,0.647189669,129.4379338,175,5295979.555,792807.3446,6088786.9,367.6306818,3374.849659,large_airport,large_airport,3500000,115575,4200,3623149.85,2465637.05
10000,10000,MSP,SAN,1102,197804,179.4954628,0.648940513,129.7881027,411,9574810.352,1867001.857,11441812.21,1532,14063.76,large_airport,large_airport,8220000,408825,338925,8981813.76,2459998.449
10000,10000,AUS,MCO,966,174106,180.2339545,0.675057845,135.0115691,345,8395115.802,1630264.697,10025380.5,994,9124.92,large_airport,large_airport,6900000,585675,71850,7566649.92,2458730.578
10000,10000,BWI,SEA,339,116946,344.9734513,0.639784946,127.9569892,93,4105184.071,416500,4521684.071,2335,21435.3,large_airport,large_airport,1860000,54300,129075,2064810.3,2456873.771
10000,10000,MSY,SAN,308,108240,351.4285714,0.640854188,128.1708376,88,3963774.703,394766.1798,4358540.883,1599,14678.82,large_airport,large_airport,1760000,110100,19050,1903828.82,2454712.063
10000,10000,LGA,TYS,197,42443,215.4467005,0.6405521,128.11042,251,6927842.789,1125450.04,8053292.828,648,5948.64,large_airport,large_airport,5020000,365400,219750,5611098.64,2442194.188
5000,10000,PUW,SEA,578,87514,151.4083045,0.649809309,129.9618618,299,5883514.236,1360050.883,7243565.12,250,2295,medium_airport,large_airport,4485000,308850,5475,4801620,2441945.12
10000,10000,MCO,SJC,271,103196,380.797048,0.662900877,132.5801754,75,3786460.457,348022.9605,4134483.418,2421,22224.78,large_airport,large_airport,1500000,163725,7350,1693299.78,2441183.638
10000,5000,HOU,MAF,419,66121,157.8066826,0.653025208,130.6050417,262,5399911.268,1197648.232,6597559.5,441,4048.38,large_airport,medium_airport,3930000,201900,22800,4158748.38,2438811.12
10000,10000,ATL,DTW,1625,232835,143.2830769,0.643844219,128.7688438,1299,23967064.6,5854475.484,29821540.09,594,5452.92,large_airport,large_airport,25980000,967575,436275,27389302.92,2432237.167
10000,10000,BOS,STL,393,88692,225.6793893,0.625588365,125.1176731,227,6409680.972,994059.9127,7403740.885,1047,9611.46,large_airport,large_airport,4540000,326700,96225,4972536.46,2431204.425
10000,10000,ONT,PDX,494,100319,203.0748988,0.653649194,130.7298387,248,6583891.294,1134735,7718626.294,838,7692.84,large_airport,large_airport,4960000,295500,27300,5290492.84,2428133.454
10000,10000,CVG,RDU,166,43387,261.3674699,0.633552066,126.7104132,158,5232640.856,700708.5849,5933349.441,390,3580.2,large_airport,large_airport,3160000,304500,47100,3515180.2,2418169.241
10000,10000,DAL,TPA,381,73291,192.3648294,0.664129173,132.8258345,260,6643264.94,1208715.094,7851980.035,917,8418.06,large_airport,large_airport,5200000,209925,20175,5438518.06,2413461.975
5000,10000,BUR,SEA,756,113238,149.7857143,0.659802632,131.9605263,304,6008803.714,1404060,7412863.714,937,8601.66,medium_airport,large_airport,4560000,377100,56175,5001876.66,2410987.054
10000,10000,IAH,MCO,1135,173733,153.0687225,0.641857047,128.3714094,758,14894432.91,3405693.491,18300126.4,854,7839.72,large_airport,large_airport,15160000,612000,114300,15894139.72,2405986.681
10000,10000,CHA,DFW,103,25290,245.5339806,0.634378531,126.8757062,177,5513956.602,785995,6299951.602,695,6380.1,large_airport,large_airport,3540000,337725,27600,3911705.1,2388246.502
10000,10000,PHX,RDU,468,127205,271.8055556,0.645736434,129.1472868,129,4528280.556,583100,5111380.556,1891,17359.38,large_airport,large_airport,2580000,96525,39675,2733559.38,2377821.176
10000,10000,AUS,DCA,393,137005,348.6132316,0.626741573,125.3483146,89,3889129.211,390460,4279589.211,1315,12071.7,large_airport,large_airport,1780000,96975,22950,1911996.7,2367592.511
10000,10000,HOU,OAK,333,75203,225.8348348,0.654943894,130.9887788,183,5413474.749,838983.1283,6252457.877,1642,15073.56,large_airport,large_airport,3660000,158850,56175,3890098.56,2362359.317
5000,10000,LIH,SAN,134,57992,432.7761194,0.646111111,129.2222222,54,3019911.761,244230,3264141.761,2676,24565.68,medium_airport,large_airport,810000,36750,43800,915115.68,2349026.081
5000,10000,OGG,SMF,342,103939,303.9152047,0.647055556,129.4111111,90,3539700.389,407645,3947345.389,2404,22068.72,medium_airport,large_airport,1350000,149850,77400,1599318.72,2348026.669
10000,10000,MDW,ONT,136,46270,340.2205882,0.648882353,129.7764706,85,3752973.309,386085,4139058.309,1706,15661.08,large_airport,large_airport,1700000,51750,36900,1804311.08,2334747.229
10000,10000,AUS,SAN,666,118525,177.9654655,0.65603674,131.2073481,342,7985828.857,1570551.957,9556380.813,1164,10685.52,large_airport,large_airport,6840000,329925,47925,7228535.52,2327845.293
10000,10000,BNA,BOS,816,140353,172.0012255,0.655569193,131.1138385,539,12155388.35,2473462.564,14628850.91,942,8647.56,large_airport,large_airport,10780000,1308975,208650,12306272.56,2322578.354
10000,10000,HNL,LAS,1214,263124,216.7413509,0.643422487,128.6844975,232,6470770.424,1044918.12,7515688.544,2762,25355.16,large_airport,large_airport,4640000,413100,115500,5193955.16,2321733.384
10000,10000,OKC,SEA,137,43494,317.4744526,0.670111111,134.0222222,90,3829376.847,422170,4251546.847,1519,13944.42,large_airport,large_airport,1800000,66525,50325,1930794.42,2320752.427
10000,10000,PHX,SAT,537,84924,158.1452514,0.64300202,128.6004041,599,12182188.4,2696107.471,14878295.87,843,7738.74,large_airport,large_airport,11980000,511875,59250,12558863.74,2319432.127
10000,10000,DCA,STL,674,109580,162.5816024,0.649242987,129.8485973,613,12941038.72,2785901.656,15726940.38,719,6600.42,large_airport,large_airport,12260000,1053375,95175,13415150.42,2311789.959
10000,10000,AUS,MSP,634,139267,219.6640379,0.650073892,130.0147783,203,5797592.951,923755,6721347.951,1042,9565.56,large_airport,large_airport,4060000,206775,138600,4414940.56,2306407.391
10000,10000,DEN,TUL,381,63399,166.4015748,0.648902907,129.7805814,537,11596887.21,2439226.028,14036113.24,541,4966.38,large_airport,large_airport,10740000,898275,88725,11731966.38,2304146.857
5000,10000,ELP,HOU,277,45708,165.0108303,0.633778826,126.7557651,242,5061689.921,1073621.331,6135311.251,677,6214.86,medium_airport,large_airport,3630000,168675,27675,3832564.86,2302746.391
10000,10000,AUS,BNA,446,98384,220.5919283,0.637232473,127.4464947,193,5425937.925,860901.0714,6286838.997,756,6940.08,large_airport,large_airport,3860000,102900,19500,3989340.08,2297498.917
5000,10000,HPN,MCO,468,78074,166.8247863,0.656896552,131.3793103,261,5720421.923,1200150,6920571.923,972,8922.96,medium_airport,large_airport,3915000,630225,74550,4628697.96,2291873.963
10000,10000,ATL,BNA,559,77741,139.0715564,0.653675499,130.7350999,1215,22090563.58,5559510.123,27650073.7,214,1964.52,large_airport,large_airport,24300000,716400,342075,25360439.52,2289634.183
10000,10000,CVG,PHX,484,118454,244.7396694,0.644102254,128.8204509,161,5075923.405,725903.2407,5801826.646,1569,14403.42,large_airport,large_airport,3220000,178425,111450,3524278.42,2277548.226
10000,10000,BDL,MIA,170,56243,330.8411765,0.650987615,130.197523,88,3790573.748,401008.3708,4191582.118,1194,10960.92,large_airport,large_airport,1760000,126150,25050,1922160.92,2269421.198
10000,10000,SAN,SAT,356,80635,226.502809,0.649034295,129.8068591,179,5262889.66,813239.9722,6076129.632,1129,10364.22,large_airport,large_airport,3580000,163875,56100,3810339.22,2265790.412
10000,10000,MCI,TPA,364,97794,268.6648352,0.650286489,130.0572977,123,4297844.162,559896.6667,4857740.828,1048,9620.64,large_airport,large_airport,2460000,108075,15600,2593295.64,2264445.188
10000,10000,SJC,STL,158,50250,318.0379747,0.670381635,134.076327,87,3709798.624,408262.4157,4118061.04,1715,15743.7,large_airport,large_airport,1740000,87450,12675,1855868.7,2262192.34
10000,10000,CMH,STL,138,33247,240.9202899,0.637465331,127.4930661,159,4883790.965,709498.913,5593289.878,409,3754.62,large_airport,large_airport,3180000,138525,13650,3335929.62,2257360.258
10000,10000,DEN,ORF,154,44863,291.3181818,0.632280702,126.4561404,114,4199642.909,504560,4704202.909,1553,14256.54,large_airport,large_airport,2280000,120600,43350,2458206.54,2245996.369
10000,10000,CHS,DTW,137,61524,449.080292,0.630344828,126.0689655,58,3283675.095,255920,3539595.095,667,6123.06,large_airport,large_airport,1160000,122850,7950,1296923.06,2242672.035
10000,10000,ANC,PHX,253,99221,392.1778656,0.646287879,129.2575758,66,3345669.372,298585,3644254.372,2552,23427.36,large_airport,large_airport,1320000,10725,62325,1416477.36,2227777.012
10000,10000,DTW,MSY,681,121964,179.0954479,0.652603339,130.5206678,355,8298358.399,1621719.298,9920077.696,926,8500.68,large_airport,large_airport,7100000,337575,247350,7693425.68,2226652.016
10000,5000,ATL,BZN,113,57372,507.7168142,0.64902439,129.804878,41,2702068.885,186270,2888338.885,1640,15055.2,large_airport,medium_airport,615000,16575,33975,680605.2,2207733.685
10000,10000,CVG,SLC,272,72697,267.2683824,0.651942149,130.3884298,121,4216693.268,552195,4768888.268,1450,13311,large_airport,large_airport,2420000,77700,61350,2572361,2196527.268
10000,10000,GSP,IAH,119,31639,265.8739496,0.636590909,127.3181818,132,4468277.597,588210,5056487.597,837,7683.66,large_airport,large_airport,2640000,195900,18600,2862183.66,2194303.937
10000,10000,PDX,TUS,279,66023,236.6415771,0.65316264,130.632528,149,4606050.028,681248.6333,5287298.661,1119,10272.42,large_airport,large_airport,2980000,62925,41175,3094372.42,2192926.241
10000,10000,BHM,LAS,198,66148,334.0808081,0.633483146,126.6966292,89,3767095.192,394660,4161755.192,1618,14853.24,large_airport,large_airport,1780000,155400,19950,1970203.24,2191551.952
10000,10000,LAX,ORD,3825,557919,145.8611765,0.649388495,129.877699,1857,35179219.65,8441401.046,43620620.69,1744,16009.92,large_airport,large_airport,37140000,3487350,802500,41445859.92,2174760.774
10000,10000,LAS,PIT,583,125241,214.8216123,0.66228125,132.45625,192,5463257.317,890106,6353363.317,1910,17533.8,large_airport,large_airport,3840000,210975,111900,4180408.8,2172954.517
10000,10000,DAL,OAK,235,56640,241.0212766,0.643896872,128.7793744,151,4686823.952,680598.9937,5367422.946,1468,13476.24,large_airport,large_airport,3020000,133650,36750,3203876.24,2163546.706
10000,10000,AUS,RDU,319,115543,362.2037618,0.65369863,130.739726,73,3456872.702,334040,3790912.702,1162,10667.16,large_airport,large_airport,1460000,126825,34500,1631992.16,2158920.542
5000,10000,ALB,DCA,190,29228,153.8315789,0.66220974,132.4419479,309,6295489.976,1432359.667,7727849.642,318,2919.24,medium_airport,large_airport,4635000,844650,88350,5570919.24,2156930.402
10000,10000,IAH,RNO,111,43269,389.8108108,0.645661765,129.1323529,68,3422928.73,307335,3730263.73,1530,14045.4,large_airport,large_airport,1360000,185025,14850,1573920.4,2156343.33
10000,10000,ANC,LAX,235,77123,328.1829787,0.655418852,131.0837704,83,3570615.365,380798.3529,3951413.718,2345,21527.1,large_airport,large_airport,1660000,38175,89550,1809252.1,2142161.618
10000,10000,CHS,DCA,495,80198,162.0161616,0.659069325,131.8138649,512,10934259.94,2362104.459,13296364.4,444,4075.92,large_airport,large_airport,10240000,781125,133425,11158625.92,2137738.478
10000,10000,DTW,FLL,1946,306602,157.5549846,0.644231276,128.8462552,667,13540346.63,3007915.828,16548262.46,1127,10345.86,large_airport,large_airport,13340000,744225,320025,14414595.86,2133666.596
10000,10000,DCA,JAX,553,90865,164.3128391,0.654884763,130.9769526,471,10136482.81,2159155.063,12295637.87,634,5820.12,large_airport,large_airport,9420000,627300,123900,10177020.12,2118617.753
10000,5000,ATL,JAC,114,41792,366.5964912,0.641916667,128.3833333,60,2823892.772,269605,3093497.772,1572,14430.96,large_airport,medium_airport,900000,33600,36450,984480.96,2109016.812
10000,5000,LAX,MRY,138,20492,148.4927536,0.649253007,129.8506013,317,6112353.853,1440692.422,7553046.275,266,2441.88,large_airport,medium_airport,4755000,539700,149550,5446691.88,2106354.395
10000,10000,CMH,RDU,150,46200,308,0.657956989,131.5913978,93,3769304,428330,4197634,362,3323.16,large_airport,large_airport,1860000,198000,30375,2091698.16,2105935.84
10000,10000,PIT,SEA,143,45667,319.3496503,0.646206897,129.2413793,87,3590767.469,393540,3984307.469,2125,19507.5,large_airport,large_airport,1740000,39375,81075,1879957.5,2104349.969
10000,10000,STL,TPA,526,106930,203.2889734,0.658384265,131.6768529,209,5594606.521,963216.1792,6557822.7,869,7977.42,large_airport,large_airport,4180000,250425,17250,4455652.42,2102170.28
10000,10000,GEG,LAX,258,79956,309.9069767,0.6605,132.1,90,3684484.047,416115,4100599.047,945,8675.1,large_airport,large_airport,1800000,181050,23400,2013125.1,2087473.947
10000,10000,PBI,PHL,762,132765,174.2322835,0.651387341,130.2774683,359,8148776.141,1636936.389,9785712.53,951,8730.18,large_airport,large_airport,7180000,349275,162225,7700230.18,2085482.35
10000,5000,HNL,LGB,140,38550,275.3571429,0.640890137,128.1780275,89,3141231.452,399274.5556,3540506.008,2569,23583.42,large_airport,medium_airport,1335000,58800,39525,1456908.42,2083597.588
5000,10000,ELP,SAT,260,47595,183.0576923,0.653545292,130.7090585,162,3876222.374,741120.3614,4617342.735,496,4553.28,medium_airport,large_airport,2430000,90225,10950,2535728.28,2081614.455
10000,10000,DEN,TPA,1313,203302,154.8377761,0.649652932,129.9305863,633,12734797.2,2878612.139,15613409.34,1506,13825.08,large_airport,large_airport,12660000,725475,136050,13535350.08,2078059.256
10000,10000,MDW,SAT,209,50026,239.3588517,0.632148874,126.4297748,160,4841933.716,708006.7391,5549940.455,1036,9510.48,large_airport,large_airport,3200000,218925,57450,3485885.48,2064054.975
10000,10000,BUF,MIA,107,37177,347.4485981,0.662012987,132.4025974,77,3542238.458,356825,3899063.458,1185,10878.3,large_airport,large_airport,1540000,241575,51600,1844053.3,2055010.158
10000,10000,BWI,OAK,187,62368,333.5187166,0.653230183,130.6460366,80,3485831.876,365808.9024,3851640.778,2447,22463.46,large_airport,large_airport,1600000,122700,51525,1796688.46,2054952.318
10000,10000,BUF,DCA,102,19684,192.9803922,0.642645011,128.5290022,239,5928054.964,1075145.104,7003200.068,296,2717.28,large_airport,large_airport,4780000,115350,53325,4951392.28,2051807.788
10000,10000,FLL,HOU,372,68990,185.4569892,0.658592702,131.7185404,262,6400168.468,1207859.015,7608027.483,957,8785.26,large_airport,large_airport,5240000,275400,37725,5561910.26,2046117.223
10000,10000,FLL,SAT,182,55619,305.5989011,0.655815855,131.163171,89,3567415.563,408573.2778,3975988.841,1145,10511.1,large_airport,large_airport,1780000,115650,28200,1934361.1,2041627.741
10000,10000,FLL,SYR,214,60920,284.6728972,0.655825688,131.1651376,109,4069968.411,500395,4570363.411,1197,10988.46,large_airport,large_airport,2180000,286350,61650,2538988.46,2031374.951
10000,10000,BWI,SAT,419,93608,223.4081146,0.633207083,126.6414165,177,5007811.456,784543.5754,5792355.032,1407,12916.26,large_airport,large_airport,3540000,129300,88350,3770566.26,2021788.772
10000,10000,AUS,MIA,361,70286,194.6980609,0.651688233,130.3376467,257,6521757.178,1172387.132,7694144.31,1103,10125.54,large_airport,large_airport,5140000,490875,33975,5674975.54,2019168.77
10000,10000,LAS,SDF,249,70420,282.811245,0.651354089,130.2708178,103,3794731.372,469626.2981,4264357.67,1624,14908.32,large_airport,large_airport,2060000,132525,37875,2245308.32,2019049.35
10000,10000,MCO,PDX,556,168932,303.8345324,0.639888889,127.9777778,90,3499566.144,403130,3902696.144,2534,23262.12,large_airport,large_airport,1800000,15825,47475,1886562.12,2016134.024
10000,10000,MDW,SMF,173,52275,302.1676301,0.683614458,136.7228916,83,3428998.266,397180,3826178.266,1790,16432.2,large_airport,large_airport,1660000,117900,22650,1816982.2,2009196.066
10000,10000,DFW,MKE,343,67998,198.244898,0.653256651,130.6513302,248,6423437.985,1134053.546,7557491.531,853,7830.54,large_airport,large_airport,4960000,500550,86925,5555305.54,2002185.991
10000,10000,MCO,SAT,537,127125,236.7318436,0.645028991,129.0057983,147,4489347.728,663734.8322,5153082.56,1041,9556.38,large_airport,large_airport,2940000,176325,30000,3155881.38,1997201.18
10000,10000,BDL,RDU,139,45926,330.4028777,0.658666667,131.7333333,75,3264380.432,345800,3610180.432,532,4883.76,large_airport,large_airport,1500000,69225,42825,1616933.76,1993246.672
10000,10000,MCO,SMF,392,137839,351.630102,0.627095142,125.4190283,76,3351684.036,333614.6154,3685298.651,2408,22105.44,large_airport,large_airport,1520000,141225,11475,1694805.44,1990493.211
10000,5000,OAK,OGG,441,89837,203.7120181,0.655948669,131.1897339,143,3821664.339,656604.6181,4478268.957,2349,21563.82,large_airport,medium_airport,2145000,276225,45675,2488463.82,1989805.137
5000,10000,KOA,SJC,110,47800,434.5454545,0.649673913,129.9347826,46,2597278.182,209195,2806473.182,2384,21885.12,medium_airport,large_airport,690000,73875,36300,822060.12,1984413.062
10000,10000,BOS,SAV,246,62481,253.9878049,0.663672534,132.7345067,132,4450108.871,613233.4211,5063342.292,901,8271.18,large_airport,large_airport,2640000,376500,62775,3087546.18,1975796.112
10000,10000,ABQ,PDX,148,46187,312.0743243,0.659274525,131.8549051,79,3250733.902,364578.8125,3615312.715,1111,10198.98,large_airport,large_airport,1580000,31950,18075,1640223.98,1975088.735
10000,10000,AUS,PDX,324,103949,320.8302469,0.64382716,128.7654321,81,3346259.475,365050,3711309.475,1715,15743.7,large_airport,large_airport,1620000,93825,17775,1747343.7,1963965.775
10000,10000,CVG,SEA,169,69166,409.2662722,0.6909,138.18,50,2827620.675,241815,3069435.675,1965,18038.7,large_airport,large_airport,1000000,46650,45000,1109688.7,1959746.975
10000,10000,MSY,OAK,240,69027,287.6125,0.676136364,135.2272727,88,3422588.75,416500,3839088.75,1903,17469.54,large_airport,large_airport,1760000,72525,30000,1879994.54,1959094.21
10000,10000,AUS,SMF,207,66267,320.1304348,0.666118421,133.2236842,76,3241320.652,354375,3595695.652,1481,13595.58,large_airport,large_airport,1520000,86025,18150,1637770.58,1957925.072
10000,10000,DCA,LIT,110,34040,309.4545455,0.645795455,129.1590909,88,3517260.364,397810,3915070.364,888,8151.84,large_airport,large_airport,1760000,117675,73200,1959026.84,1956043.524
10000,5000,DAL,ELP,432,56981,131.900463,0.652681428,130.5362855,331,5699090.64,1512262.868,7211353.508,562,5159.16,large_airport,medium_airport,4965000,263175,28800,5262134.16,1949219.348
5000,10000,EUG,LAX,177,31813,179.7344633,0.640726257,128.1452514,179,4122749.119,802830,4925579.119,748,6866.64,medium_airport,large_airport,2685000,244350,52200,2988416.64,1937162.479
10000,10000,AUS,MDW,393,75614,192.4020356,0.661555568,132.3111137,227,5778722.567,1051211.798,6829934.365,972,8922.96,large_airport,large_airport,4540000,304575,43725,4897222.96,1932711.405
10000,10000,SEA,SNA,1826,259554,142.143483,0.651454912,130.2909824,1073,19871975.06,4893077.843,24765052.91,978,8978.04,large_airport,large_airport,21460000,980625,390075,22839678.04,1925374.867
10000,10000,RDU,TPA,639,104254,163.1517997,0.648811563,129.7623126,467,9886835.909,2120965,12007800.91,587,5388.66,large_airport,large_airport,9340000,658800,78975,10083163.66,1924637.249
5000,10000,SGU,SLC,127,16015,126.1023622,0.657630058,131.5260116,346,5738666.299,1592780,7331446.299,272,2496.96,medium_airport,large_airport,5190000,169575,49350,5411421.96,1920024.339
10000,10000,BOS,SJC,158,57481,363.8037975,0.649565217,129.9130435,69,3261137.241,313740,3574877.241,2689,24685.02,large_airport,large_airport,1380000,205200,49875,1659760.02,1915117.221
10000,10000,JFK,SAT,254,64990,255.8661417,0.665202258,133.0404516,124,4221027.834,577395.56,4798423.394,1587,14568.66,large_airport,large_airport,2480000,220875,169875,2885318.66,1913104.734
5000,10000,BUR,DAL,137,38042,277.6788321,0.636851852,127.3703704,81,2864812.511,361095,3225907.511,1243,11410.74,medium_airport,large_airport,1215000,56400,31575,1314385.74,1911521.771
10000,10000,FLL,PVD,580,106872,184.262069,0.652985428,130.5970856,272,6545432.259,1243284.255,7788716.513,1188,10905.84,large_airport,large_airport,5440000,346875,88425,5886205.84,1902510.673
10000,5000,ANC,KOA,131,49447,377.4580153,0.688979592,137.7959184,49,2548596.519,236320,2784916.519,2874,26383.32,large_airport,medium_airport,735000,18150,106950,886483.32,1898433.199
10000,10000,DCA,ROC,105,20093,191.3619048,0.668331467,133.6662934,229,5857507.762,1071335.342,6928843.104,296,2717.28,large_airport,large_airport,4580000,390225,67950,5040892.28,1887950.824
10000,10000,DAL,SLC,120,33060,275.5,0.629952381,125.9904762,105,3644589.5,463015,4107604.5,999,9170.82,large_airport,large_airport,2100000,101475,20625,2231270.82,1876333.68
10000,10000,HOU,SNA,144,39699,275.6875,0.676818182,135.3636364,88,3283989.5,416920,3700909.5,1357,12457.26,large_airport,large_airport,1760000,41025,20250,1833732.26,1867177.24
5000,5000,JNU,SIT,176,24927,141.6306818,0.645618639,129.1237278,159,2907773.177,718573.5455,3626346.722,95,872.1,medium_airport,medium_airport,1590000,100125,75000,1765997.1,1860349.622
10000,10000,ABQ,BWI,178,53403,300.0168539,0.661571736,132.3143472,82,3255115.803,379742.1765,3634857.979,1670,15330.6,large_airport,large_airport,1640000,65175,54975,1775480.6,1859377.379
5000,10000,JNU,SEA,209,35686,170.7464115,0.649719312,129.9438623,182,4038115.57,827742.4031,4865857.973,909,8344.62,medium_airport,large_airport,2730000,189750,89925,3018019.62,1847838.353
10000,10000,EWR,SJC,127,42907,337.8503937,0.679484399,135.8968798,72,3305722.632,342460.137,3648182.769,2548,23390.64,large_airport,large_airport,1440000,300375,38325,1802090.64,1846092.129
10000,10000,BOS,IAD,441,76716,173.9591837,0.65297654,130.5953079,341,7746924.327,1558655,9305579.327,413,3791.34,large_airport,large_airport,6820000,603075,32700,7459566.34,1846012.987
10000,10000,CHS,SEA,199,70874,356.1507538,0.65296875,130.59375,64,2976708,292530,3269238,2415,22169.7,large_airport,large_airport,1280000,64800,68775,1435744.7,1833493.3
10000,10000,BUF,FLL,627,118245,188.5885167,0.639988345,127.9976691,261,6300250.437,1169258.707,7469509.144,1166,10703.88,large_airport,large_airport,5220000,300150,107175,5638028.88,1831480.264
10000,10000,DAL,IND,138,36872,267.1884058,0.655680068,131.1360136,99,3468764.219,454386.2871,3923150.506,755,6930.9,large_airport,large_airport,1980000,94275,13275,2094480.9,1828669.606
10000,10000,HOU,SJC,151,45554,301.6821192,0.665443182,133.0886364,80,3212036.949,372648.1818,3584685.131,1621,14880.78,large_airport,large_airport,1600000,123075,19950,1757905.78,1826779.351
10000,10000,LAX,MKE,278,94890,341.3309353,0.644532005,128.906401,69,3035982.226,311308.9583,3347291.184,1756,16120.08,large_airport,large_airport,1380000,95100,29625,1520845.08,1826446.104
5000,5000,KTN,SIT,130,26678,205.2153846,0.654006242,130.8012484,89,2388976.137,407445.8889,2796422.026,183,1679.94,medium_airport,medium_airport,890000,49650,31875,973204.94,1823217.086
10000,10000,ABQ,MCI,129,40919,317.2015504,0.632634865,126.526973,77,3090360.505,340990.1923,3431350.697,718,6591.24,large_airport,large_airport,1540000,53475,13125,1613191.24,1818159.457
10000,10000,MCI,MSY,264,76586,290.0984848,0.645927961,129.1855922,90,3372889.01,406934.6154,3779823.626,689,6325.02,large_airport,large_airport,1800000,148800,13500,1968625.02,1811198.606
10000,10000,HNL,SJC,570,131390,230.5087719,0.6403125,128.0625,144,4250812.263,645435,4896247.263,2417,22188.06,large_airport,large_airport,2880000,129300,56400,3087888.06,1808359.203
10000,10000,MSP,MSY,577,128798,223.220104,0.643788777,128.7577553,151,4339939.249,680484.7368,5020423.986,1039,9538.02,large_airport,large_airport,3020000,98400,86100,3214038.02,1806385.966
5000,10000,HPN,TPA,133,36353,273.3308271,0.656104651,131.2209302,86,3084538.383,394975,3479513.383,1032,9473.76,medium_airport,large_airport,1290000,368250,6375,1674098.76,1805414.623
10000,10000,OKC,STL,108,23582,218.3518519,0.642012987,128.4025974,154,4317689.519,692090,5009779.519,462,4241.16,large_airport,large_airport,3080000,137550,9000,3230791.16,1778988.359
10000,10000,GEG,SAN,283,80412,284.1413428,0.658899268,131.7798537,86,3220192.993,396657.3596,3616850.353,1027,9427.86,large_airport,large_airport,1720000,105525,3900,1838852.86,1777997.493
10000,10000,LGA,SRQ,140,39756,283.9714286,0.652888889,130.5777778,90,3337232.229,411320,3748552.229,1047,9611.46,large_airport,large_airport,1800000,96975,64500,1971086.46,1777465.769
10000,10000,FLL,SAN,332,108654,327.2710843,0.675074627,135.0149254,67,2960494.229,316610,3277104.229,2269,20829.42,large_airport,large_airport,1340000,133725,14700,1509254.42,1767849.809
10000,10000,PHX,STL,841,131513,156.3769322,0.654909793,130.9819585,453,9278598.254,2076718.952,11355317.21,1262,11585.16,large_airport,large_airport,9060000,405375,114300,9591260.16,1764057.046
